dtxsid,measurement,observation,sample,sampleType,substanceName,unit,value
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L225186602.AAWH.20220921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL225186602.20220921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL225186602.20220921>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.17
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.320464331.TA.20181218.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.TA320464331.20181218.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.TA320464331.20181218>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.17
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224056902.AAWH.20220726.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224056902.20220726.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224056902.20220726>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.172
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224117601RE.AAWH.20220801.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224117601RE.20220801.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224117601RE.20220801>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.173
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947102.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947102.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947102.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.175
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115208R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115208R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115208R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.175
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947102.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947102.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947102.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,0.175
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.G0337FS.BNO.20200914.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.BNOG0337FS.20200914.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.BNOG0337FS.20200914>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.18
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234014603.AAWH.20230712.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234014603.20230712.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234014603.20230712>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.182
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115219R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115219R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115219R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.184
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061708.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061708.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061708.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.186
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224117602RER.AAWH.20220801.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224117602RER.20220801.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224117602RER.20220801>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.186
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061708.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061708.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061708.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,0.186
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L225868802.AAWH.20221019.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL225868802.20221019.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL225868802.20221019>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.186
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115213R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115213R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115213R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.19
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224486503.AAWH.20220816.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224486503.20220816.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224486503.20220816>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.19
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L212536303.AAWH.20210513.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL212536303.20210513.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL212536303.20210513>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.191
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L235039202.AAWH.20230829.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL235039202.20230829.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL235039202.20230829>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.193
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234055603.AAWH.20230710.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234055603.20230710.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234055603.20230710>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.194
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L235621802.AAWH.20230922.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL235621802.20230922.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL235621802.20230922>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.194
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L212536301.AAWH.20210513.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL212536301.20210513.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL212536301.20210513>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.196
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234870903.AAWH.20230822.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234870903.20230822.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234870903.20230822>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.201
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L236408408.AAWH.20231025.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL236408408.20231025.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL236408408.20231025>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.203
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061707.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061707.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061707.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.204
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061707.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061707.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061707.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,0.204
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L196142703.AAWH.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL196142703.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL196142703.20191107>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.207
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204765606.AAWH.20201029.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204765606.20201029.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204765606.20201029>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.208
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L193561201.AAWH.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL193561201.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL193561201.20190806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.21
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L232775201.AAWH.20230516.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL232775201.20230516.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL232775201.20230516>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.211
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222690201R.AAWH.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222690201R.20220518.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222690201R.20220518>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.212
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L196142707.AAWH.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL196142707.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL196142707.20191107>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.213
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115212R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115212R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115212R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.217
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115216R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115216R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115216R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.224
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115215R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115215R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115215R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.225
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222131502.AAWH.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222131502.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222131502.20220422>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.229
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L235896403RE.AAWH.20231005.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL235896403RE.20231005.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL235896403RE.20231005>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.23
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.H8004FS.BNO.20200728.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.BNOH8004FS.20200728.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.BNOH8004FS.20200728>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.23
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.320548437.TAI.20190927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.TAI320548437.20190927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.TAI320548437.20190927>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.23
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L202009805.AAWH.20200513.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL202009805.20200513.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL202009805.20200513>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.23
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234055604.AAWH.20230710.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234055604.20230710.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234055604.20230710>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.231
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.160124504.VAL.20160927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL160124504.20160927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL160124504.20160927>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.232
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204115207R.AAWH.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204115207R.20200925.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204115207R.20200925>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.233
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L235896402RE.AAWH.20231005.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL235896402RE.20231005.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL235896402RE.20231005>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.236
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234014601.AAWH.20230712.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234014601.20230712.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234014601.20230712>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.237
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233451202.AAWH.20230613.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233451202.20230613.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233451202.20230613>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.237
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L193049203.AAWH.20190711.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL193049203.20190711.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL193049203.20190711>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.238
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.160127610.VAL.20161005.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL160127610.20161005.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL160127610.20161005>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.239
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L227084612.AAWH.20221213.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL227084612.20221213.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL227084612.20221213>,SOIL,Perfluorobutanesulfonic acid,ng/L,0.246
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L203211903RE.AAWH.20200806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL203211903RE.20200806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL203211903RE.20200806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.247
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234690401.AAWH.20230814.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234690401.20230814.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234690401.20230814>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.248
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L193561216.AAWH.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL193561216.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL193561216.20190806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.249
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.3204643316.TA.20181219.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.TA3204643316.20181219.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.TA3204643316.20181219>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.25
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L235162201.AAWH.20230906.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL235162201.20230906.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL235162201.20230906>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.251
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L236408410.AAWH.20231025.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL236408410.20231025.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL236408410.20231025>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.254
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L235724501RE.AAWH.20230927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL235724501RE.20230927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL235724501RE.20230927>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.256
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234383304.AAWH.20230727.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234383304.20230727.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234383304.20230727>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.256
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234054102.AAWH.20230711.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234054102.20230711.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234054102.20230711>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.259
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L225186603.AAWH.20220921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL225186603.20220921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL225186603.20220921>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.26
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.320548436.TAI.20190927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.TAI320548436.20190927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.TAI320548436.20190927>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.26
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.E5123FS.BNO.20220726.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.BNOE5123FS.20220726.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.BNOE5123FS.20220726>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.261
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234383302.AAWH.20230727.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234383302.20230727.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234383302.20230727>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.263
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222131506.AAWH.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222131506.20220422.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222131506.20220422>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.264
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L216679206.AAWH.20211203.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL216679206.20211203.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL216679206.20211203>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.266
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L230711001.AAWH.20221213.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL230711001.20221213.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL230711001.20221213>,SOIL,Perfluorobutanesulfonic acid,ng/L,0.266
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L232775203.AAWH.20230516.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL232775203.20230516.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL232775203.20230516>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.268
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224704601.AAWH.20220830.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224704601.20220830.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224704601.20220830>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.269
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.320548432.TAI.20190927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.TAI320548432.20190927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.TAI320548432.20190927>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.27
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.1090170.ELL.20190624.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.ELL1090170.20190624.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.ELL1090170.20190624>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.27
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L204765603R.AAWH.20201029.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL204765603R.20201029.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL204765603R.20201029>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.27
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L216679202.AAWH.20211203.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL216679202.20211203.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL216679202.20211203>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.273
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L196142702.AAWH.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL196142702.20191107.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL196142702.20191107>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.274
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L193561207.AAWH.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL193561207.20190806.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL193561207.20190806>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.276
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.1087948.ELL.20190619.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.ELL1087948.20190619.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.ELL1087948.20190619>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.28
